"category","product_id","total_revenue"
"fashion_shoes","34eb0685663d60e57a9ca086c8e33423","1346.20"
"fashion_shoes","6fa96cbd1d917acb1ef4bc8040116105","1120.80"
"fashion_shoes","652cee66eaed09b444b43463eee56cc7","748.38"
"fashion_sport","700a315aa104dcf3ea345a850f746ec1","545.07"
"fashion_sport","e8f7d2639ff8caa8b86e5973295898b7","317.12"
"fashion_sport","795ed92f8a2263bd778b90a008ee32fc","238.70"
"fashion_sport","a38e6346616a8f362c328b9537b1ca4d","214.71"
"fashion_sport","17636e3c15333148e25253db631a2d7d","133.62"
"fashion_underwear_beach","1de74e63d630007567726953a4eb2b36","1125.96"
"fashion_underwear_beach","3a3f0628722b2f548673a2f7f5fa5605","849.39"
"fashion_underwear_beach","a70d74f54feefedd8108c45553766340","715.33"
"fashion_underwear_beach","e1a7aca09e5fc1209c44ef72571265b9","598.78"
"fashion_underwear_beach","a662d99595c3b6054702480cb7382afe","584.10"
"fixed_telephony","5769ef0a239114ac3a854af00df129e4","13664.08"
"fixed_telephony","19936fa4f614ee0590d3b77ac83fd648","10633.12"
"fixed_telephony","6d426dd1336e5a7d34470ae65bc68abf","4257.31"
"fixed_telephony","46e5995ddd4728e50343ef6bdb45b75f","2566.90"
"fixed_telephony","bde643c31f72e37dd1aac0c43e130ddc","1677.97"
"flowers","7620a27f1d6747511f1c6f0ddb63c0ef","410.74"
"flowers","065554bfe0244b9f5f6414f332106a21","285.82"
"flowers","be0e6c61c2bcdd9a4d022ba67fd66189","145.81"
"flowers","74356542db3483a78a8ba69f5b7ea094","142.69"
"flowers","e89607ddfcf953bc7a85adaca52e122a","127.42"
"food","73326828aa5efe1ba096223de496f596","5092.34"
"food","89321f94e35fc6d7903d36f74e351d40","4883.44"
"food","ed2067a9c1f79553088a3c67b99a9f97","4027.24"
"food","33202a8e7a645388c41ed714203d7131","3092.86"
"food","861857117917aaa99611defcc0d514cd","1305.89"
"food_drink","992197904e1d4f0bf3994652373188e4","2859.77"
"food_drink","90f97298579cd20412fdcc9b7a2d4b6b","1605.26"
"food_drink","84f5c4f480ad6c9998d6a6860f1a2e41","1400.43"
"food_drink","54b755678728b84472c2b654ac4de777","947.13"
"food_drink","ec96b7b4e1401281edb9465d0d689cae","944.39"
"furniture_bedroom","0296dd002a346e3bbdda4e0bc48a5073","4441.14"
"furniture_bedroom","0e2d52789a024cfd6f9204778320a8e5","2024.77"
"furniture_bedroom","0b814a3c8fa6dbb849df7c28c1bd6831","1825.19"
"furniture_bedroom","d373a9b9079c251371e94cacf40c1fe7","1730.01"
"furniture_bedroom","aff39c649de8c4e36d325880de8f4338","1556.78"
"furniture_decor","aca2eb7d00ea1a7b8ebd4e68314663af","44820.76"
"furniture_decor","7814c273ab16783d73a9863ebfa8b141","18273.08"
"furniture_decor","78efe838c04bbc568be034082200ac20","12027.12"
"furniture_decor","b532349fe46b38fbc7bb3914c1bdae07","8711.07"
"furniture_decor","5d6bea33648f018dbb563f3a2fab09f3","7689.97"
"furniture_living_room","2ff995aead9c63a1f37a07b3664ead37","4422.36"
"furniture_living_room","c94d19d021d4a8fbae5a45f904aeea90","4194.84"
"furniture_living_room","1b8ee158f59c098470fad33f39660964","3546.14"
"furniture_living_room","76914818a87f9b6b320e136e17e6ae06","3497.68"
"furniture_living_room","58efb9b638561ce132216a9a612513e2","3370.30"
"furniture_mattress_and_upholstery","726b4e18f00255e2e63491bcba3f60b8","2788.74"
"furniture_mattress_and_upholstery","f4b3b257580c1430e51d71dd731273c2","606.13"
"furniture_mattress_and_upholstery","107fde0930956120d1e13dd1062fbb46","482.69"
"furniture_mattress_and_upholstery","af87aa3f5f2c05c8c4db6bee2088672b","482.69"
"furniture_mattress_and_upholstery","ed5783fe4b2194c66043e77b648ff4cb","402.46"
"garden_tools","422879e10f46682990de24d770e7f83d","34201.26"
"garden_tools","389d119b48cf3043d311335e499d9c6b","28682.68"
"garden_tools","368c6c730842d78016ad823897a372db","27984.40"
"garden_tools","53759a2ecddad2bb87a079a1f1519f73","27268.23"
"garden_tools","52c80cedd4e90108bf4fa6a206ef6b03","25886.26"
"health_beauty","bb50f2e236e5eea0100680137654686c","67606.10"
"health_beauty","6cdd53843498f92890544667809f1595","59093.99"
"health_beauty","2b4609f8948be18874494203496bc318","26659.74"
"health_beauty","19c91ef95d509ea33eda93495c4d3481","24326.25"
"health_beauty","7c1bd920dbdf22470b68bde975dd3ccf","17609.48"
"home_appliances","9c5cec867c62c0ec4674b002eb1c3e0c","11310.98"
"home_appliances","43944a8f8f0b7ae86b6c3d3c2f257375","7427.88"
"home_appliances","e5eadf9be70a4a9fa514019542fc330a","3189.79"
"home_appliances","28609f55cdcc0e20aa621696e53c7075","2876.81"
"home_appliances","b59e3776fd0270273b8f6b1345e2f0fc","2155.35"
"home_appliances_2","87feb07adc221a4c6cdf051ea1afd0ff","15138.11"
"home_appliances_2","f27aff266ad97e75d4a24c893b2c311e","11068.04"
"home_appliances_2","df0c26d7ddb998e2517658a55e46e48a","8363.02"
"home_appliances_2","ada6a9116c85d8e56232e0a4265d7db9","7199.54"
"home_appliances_2","cc3181a81384b6fc34602d49cb6068a6","4609.58"
"home_comfort_2","ec5b3c8bb77ad22278f6e9d719a83de3","687.51"
"home_comfort_2","19de58ea609a59ce31f93672af50c09a","237.68"
"home_comfort_2","2072d4792ab7893ddbfc178948e0eb86","129.35"
"home_comfort_2","4fb3bad6b502eaca3b6d7d87bc1613a4","71.71"
"home_comfort_2","15dc5bc6f0f1e1a0d0255098726060c7","44.33"
"home_confort","35afc973633aaeb6b877ff57b2793310","17106.69"
"home_confort","e2fcaac49de7a3a90f0dc74d7b1e9f10","2441.46"
"home_confort","94f584e1a1158e97314c59b190dfb899","1916.18"
"home_confort","186052b3f166a0f7227e78b2d27652d3","1629.07"
"home_confort","3a7553224e54d216c4a65c85f2d04deb","1477.47"
"home_construction","a39cc58c1b5926b6f9f378daa89f1315","6334.07"
"home_construction","ebf1c13032246ea801765e8cb5417365","3925.56"
"home_construction","5926c58c462b5d1f932ef3f0a9e37d41","3483.30"
"home_construction","71540d636652fc682032d3b3c0a180c1","2720.57"
"home_construction","d316be2b41acc6a122548a0d08570ca6","2446.24"
"housewares","4aa6014eceb682077f9dc4bffebc05b0","15621.16"
"housewares","42a2c92a0979a949ca4ea89ec5c7b934","14258.97"
"housewares","e9a69340883a438c3f91739d14d3a56d","11425.17"
"housewares","d696750e550fd0f733979dd7e5dff921","11048.69"
"housewares","928e52a9ad53a294fdcc91bcf59d1751","9282.80"
"industry_commerce_and_business","d04bbac48960ecb7ea311b00ca6e1cb7","5349.13"
"industry_commerce_and_business","593236d0ff46b4299b4787fb8d43f7f0","4012.53"
"industry_commerce_and_business","7e53e051875b2a0c9f22acd8a9a29a20","3406.47"
"industry_commerce_and_business","d7f8b7443f6ae5796dabe493521a1e79","2373.53"
"industry_commerce_and_business","437ae72c066abf24996b52549bbb6432","1787.72"
"kitchen_dining_laundry_garden_furniture","79c0ace2ccf0da036e787875a49151a4","7830.37"
"kitchen_dining_laundry_garden_furniture","9fef57f37ae72292952e73ff9a7a3fee","4204.49"
"kitchen_dining_laundry_garden_furniture","c075b8e131353552218860f1c421e4ef","2414.08"
"kitchen_dining_laundry_garden_furniture","9bc0b0cf5d074be7d532d216a92ec874","2197.60"
"kitchen_dining_laundry_garden_furniture","bf5d132b4d30a18970b8ee7798725af1","1993.88"
"la_cuisine","33900d427fa4bd3f509cdacda72e84a3","471.42"
"la_cuisine","0c800efe70e04ffcc3b266946e3e4826","426.70"
"la_cuisine","d29534bc8c74cd3d91e0f175a5c9b366","297.94"
"la_cuisine","2365562e74dd46f5e99cdc696c504cea","249.63"
"la_cuisine","ea9b0b855335919945731f9368f83dc9","232.19"
"luggage_accessories","af51d485dc5255ba2e18b21b550156e6","18135.93"
"luggage_accessories","657247f6f60543b93e3cc708a8e6329c","10128.17"
"luggage_accessories","f71973c922ccaab05514a36a8bc741b8","9140.72"
"luggage_accessories","c92f0e7b9d49a9543558d6532772441b","6698.67"
"luggage_accessories","c7b3cf9de7be95b3e09e7a63315685eb","4060.58"
"market_place","e9b3cf27d68caa64832c4a7c460abcb9","2164.47"
"market_place","74ab21b84ab4ccc188721da75b439526","2111.57"
"market_place","8d1cfc0463b545928bfb4e589e017bd4","1933.10"
"market_place","ff922797a6771cab4e0c51d482285ec3","1549.30"
"market_place","c5d8b84a90f73bd09c30e71e76caaa11","1445.65"
"music","4befae07dba4384f6d8237ad1e7f8294","1393.95"
"music","24dbd57bf68a29e64c462b88087b93ed","1244.12"
"music","23713b3af0ec6a3c9601da5c58b2ea95","781.51"
"music","2848023ffcfb063bb7aa0d0c447bd116","722.88"
"music","def080e33b38a4c756347d4665b40a7f","634.28"
"musical_instruments","16c4e87b98a9370a9cbc3a4658a3f45b","26630.15"
"musical_instruments","69d3ff4f45d52d69e4b06760e0e154e2","8842.06"
"musical_instruments","5183344b5357029cfd88c7f511ed876d","8184.82"
"musical_instruments","ba55945d930e34e802e5dd2e5cffdcc8","5684.96"
"musical_instruments","a1beef8f3992dbd4cd8726796aa69c53","4513.32"
"office_furniture","8ed094bfe076c568f6bb10feada3f75d","16971.94"
"office_furniture","2a5806f10d0f00e5ad032dd2e3c8806e","11810.90"
"office_furniture","b114bf337c0626166abe574eee9e3f32","10262.53"
"office_furniture","a9516a079e37a9c9c36b9b78b10169e8","8903.46"
"office_furniture","aba86c093ccdbac75b09111d57e50004","8056.65"
"party_supplies","99b4596b82b6f75d453160c9c75e01f4","824.07"
"party_supplies","833fb04f7b1c82365c0273e62de0c19f","602.58"
"party_supplies","137464dece73fa2dbb54658dbc7aae58","420.99"
"party_supplies","ded0fc03d15300415b27c4b3342fefe1","417.23"
"party_supplies","157d8cabb7a3a318aed5ce596f4be96e","332.66"
"pc_gamer","0105b5323d24fc655f73052694dbbb3a","734.09"
"pc_gamer","6727051471a0fc4a0e7737b57bff2549","696.01"
"pc_gamer","dbe520fb381ad695a7e1f2807d20c765","249.42"
"perfumery","595fac2a385ac33a80bd5114aec74eb8","14263.87"
"perfumery","e4d325bd1eea550509bdbbc5c3301fc1","12829.09"
"perfumery","2028bf1b01cafb2d2b1901fca4083222","9525.10"
"perfumery","617186c3d97ea56c9c683a8a3974e8c1","9396.67"
"perfumery","fe01b643060a6446e59f58e3021e66b3","8164.15"
"pet_shop","a4aa7c1427c31344e5f7cc3d839fe562","5322.88"
"pet_shop","ca5c923962558430573f83661dbe36d6","4757.10"
"pet_shop","9e261f5543c32312afa68843fabcc119","3546.29"
"pet_shop","15d8ac236009f0d5e74a5033a53ba460","3354.50"
"pet_shop","5ccdfc35d9cff8db4fa46b83d5712899","3295.62"
"portateis_cozinha_e_preparadores_de_alimentos","c7a3f1a7f9eef146cc499368b578b884","3185.58"
"portateis_cozinha_e_preparadores_de_alimentos","ae62bb0f95af63d64eae5f93dddea8d3","545.51"
"portateis_cozinha_e_preparadores_de_alimentos","1954739d84629e7323a4295812a3e0ec","117.20"
"portateis_cozinha_e_preparadores_de_alimentos","7afdd65f79f63819ff5bee328843fa37","105.66"
"portateis_cozinha_e_preparadores_de_alimentos","a4756663d007b0cd1af865754d08d968","103.68"
"security_and_services","6c7a0a349ad11817745e3ad58abd5c79","209.06"
"security_and_services","8db75af9aed3315374db44d7860e25da","115.45"
"signaling_and_security","bc3c6d2a621414f2e1df7a8a32a2828e","2844.96"
"signaling_and_security","cec51758e9839eb5414b214934430da6","2378.36"
"signaling_and_security","fd40f3ef9c7fb9c550619a88af47a5de","1806.55"
"signaling_and_security","150c699262a053229e89213dc9c358d2","1497.11"
"signaling_and_security","8905f9f6b310467a4fdd08ea4c4903aa","1417.60"
"small_appliances","44fc450365728c413fefc547592626be","13146.53"
"small_appliances","3ecf69ee1fe21cfd40b30cbea549e563","7961.41"
"small_appliances","2d4500a3d35334916c955b3c365dbefe","7355.83"
"small_appliances","bd9fca6bf4bdcbf4094d7bc11415dfe5","6445.08"
"small_appliances","61a4100ccd6d9c4c808a1fd954ddb8ad","6203.14"
"small_appliances_home_oven_and_coffee","f49e985b4cb2d0543890d6dd00077663","15722.55"
"small_appliances_home_oven_and_coffee","0433830caca22b01a0f477d31307b043","13625.64"
"small_appliances_home_oven_and_coffee","ff92ca9bb0b3f4ec00a9b76c9f68cb3a","6292.85"
"small_appliances_home_oven_and_coffee","938e036a795cdacb18ed3c5a598f6cf0","3078.24"
"small_appliances_home_oven_and_coffee","27274145782d0048827cb28b7786323b","2960.05"
"sports_leisure","e44f675b60b3a3a2453ec36421e06f0f","10263.75"
"sports_leisure","b4436da747c3a53ab07ac0e71de17dcd","10052.68"
"sports_leisure","0bbdc963004d9b2fd3427ee3c5ae3608","9595.77"
"sports_leisure","dd113cb02b2af9c8e5787e8f1f0722f6","7990.31"
"sports_leisure","cb26d15d1b6eabaac7c0803774245884","7476.63"
"stationery","5411e9269501a870cabf632f05655131","10751.93"
"stationery","fb55982be901439613a95940feefd9ee","8384.55"
"stationery","06f0e85c7892d5df893f332706340af1","6207.14"
"stationery","177d3d5bb9d4d29222a222e3b3554f41","5847.52"
"stationery","1a0971a6f39f04118207a7308d451e9d","3977.12"
"tablets_printing_image","6bbe55cf8f85c87b6eebb775a53402f4","2993.22"
"tablets_printing_image","2eb9b2ef7c1da3c7b99702452ea4729f","1946.28"
"tablets_printing_image","34dabb8af33b3756cf72df05fb327011","1805.32"
"tablets_printing_image","b29c1749f99da888ea322a01420d5220","912.79"
"tablets_printing_image","301b4cdcb73666033d7c96fcb1fc758d","501.40"
"telephony","e7cc48a9daff5436f63d3aad9426f28b","18542.22"
"telephony","431d674f9a4fbd0957ecf6ba3fcb6899","15966.71"
"telephony","afeeea6271148ee1bb15173b8187c431","11990.79"
"telephony","223d34a3d9334039f5ff9511dc044bbb","7481.23"
"telephony","8b52d90d2e8716dad633486c6cc94ecf","7083.19"
"toys","dc404a1496a08f9f5540c8b5d4b92925","12787.22"
"toys","b5e13c9a353102f79c6206ff5cb61a50","9368.14"
"toys","31a2f42a87890f87d77daebdfabc182e","6919.07"
"toys","2bb3e85f2a403543fdb64e266e70c792","6818.78"
"toys","b623b7cb05ee3248fbe4a6ecbeed79a4","6030.53"
"watches_gifts","53b36df67ebb7c41585e8d54d6772e08","39957.93"
"watches_gifts","e0d64dcfaa3b6db5c54ca298ae101d05","35344.09"
"watches_gifts","d285360f29ac7fd97640bf0baef03de0","33607.57"
"watches_gifts","7a10781637204d8d10485c71a6108a2e","32790.74"
"watches_gifts","f819f0c84a64f02d3a5606ca95edd272","30449.69"
